human_line,YOLO line,ModelB line,YOLO error,ModelB error
182.0,164.0,182.55035591125488,18.0,0.5503559112548828
187.0,164.0,182.55035591125488,23.0,4.449644088745117
190.0,163.0,186.00141143798828,27.0,3.9985885620117188
188.0,163.0,189.739351272583,25.0,1.7393512725830078
186.0,160.0,186.7372531890869,26.0,0.7372531890869141
186.0,160.0,189.83357048034668,26.0,3.8335704803466797
190.0,160.0,186.06184768676758,30.0,3.938152313232422
189.0,161.0,190.43882942199707,28.0,1.4388294219970703
187.0,161.0,190.43882942199707,26.0,3.4388294219970703
188.0,160.0,183.39674186706543,28.0,4.60325813293457
194.0,160.0,187.84301948547363,34.0,6.156980514526367
190.0,160.0,193.9719123840332,30.0,3.971912384033203
188.0,161.0,191.01089668273926,27.0,3.010896682739258
190.0,161.0,188.03628730773926,29.0,1.9637126922607422
187.0,164.0,191.03391456604004,23.0,4.033914566040039
